Key,Value
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #17,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #18,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #19,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #20,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #21,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #22,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #23,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #24,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #25,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #26,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #27,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #28,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #29,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #30,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #31,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #32,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #33,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #34,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #35,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #36,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #37,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #38,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #39,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #40,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #41,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #42,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #43,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #44,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsActivated #45,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #01,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #02,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #03,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #04,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #05,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #06,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #07,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #08,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #09,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #10,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #11,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #12,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #13,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #14,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #15,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #16,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #17,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #18,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #19,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #20,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #21,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #22,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #23,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #24,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #25,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #26,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #27,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #28,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #29,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #30,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #31,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #32,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #33,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #34,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #35,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #36,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #37,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #38,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #39,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #40,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #41,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #42,true
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #43,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #44,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|IsSelected #45,false
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #01,H3342
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #02,AF488
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #03,AF555
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #04,AF647
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #05,Cy3
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #06,H3342
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #07,AF488
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #08,AF555
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #09,AF647
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #10,Cy3
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #11,H3342
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #12,AF488
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #13,AF555
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #14,AF647
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #15,Cy3
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #16,H3342
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #17,AF488
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #18,AF555
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #19,AF647
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #20,Cy3
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #21,H3342
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #22,AF488
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #23,AF555
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #24,AF647
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #25,Cy3
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #26,H3342
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #27,AF488
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #28,AF555
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #29,AF647
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #30,Cy3
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #31,H3342
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #32,AF488
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #33,AF555
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #34,AF647
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #35,Cy3
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #36,H3342
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #37,AF488
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #38,AF555
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #39,AF647
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #40,Cy3
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #41,H3342
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #42,AF488
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #43,AF555
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #44,AF647
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|Name #45,Cy3
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #01,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #02,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #03,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #04,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #05,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #06,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #07,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #08,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #09,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #10,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #11,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #12,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #13,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #14,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #15,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #16,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #17,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #18,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #19,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #20,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #21,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #22,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #23,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #24,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #25,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #26,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #27,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #28,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #29,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #30,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #31,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #32,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #33,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #34,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #35,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #36,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #37,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #38,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #39,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #40,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #41,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #42,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #43,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #44,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftX #45,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #01,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #02,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #03,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #04,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #05,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #06,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #07,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #08,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #09,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #10,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #11,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #12,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #13,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #14,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #15,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #16,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #17,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #18,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #19,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #20,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #21,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #22,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #23,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #24,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #25,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #26,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #27,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #28,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #29,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #30,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #31,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #32,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #33,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #34,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #35,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #36,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #37,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #38,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #39,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #40,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #41,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #42,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #43,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #44,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|Channel|PixelShiftY #45,0
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|DirectDevice #01,AlbireoLEDController
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|DirectDevice #02,AlbireoLEDController
Experiment|AcquisitionBlock|RegionsSetup|TilesSetup|ZStackSetup|MultiTrackSetup|Track|DirectDevice #03,AlbireoLEDController
